market_id,ticker,quarter,created_at,closed_at,polymarket_outcome,rf_prediction,rf_probability,rf_correct,xgb_prediction,xgb_probability,xgb_correct,lr_prediction,lr_probability,lr_correct,ensemble_vote,ensemble_correct,marketId,avgPrice,edge_rf,edge_xgb,edge_lr,edge_bucket_rf,edge_bucket_xgb,edge_bucket_lr,pm_price_bucket,ev_lr,optimal_bet_lr,win_profit_lr,lose_loss_lr
658909,AMC,2025-09-30,2025-10-31T22:11:11.861235Z,2025-11-06 00:12:07+00,1,1,0.7236973353988458,True,1,0.8801367,True,0,0.4837439957403023,False,1,True,658909,0.706,0.01769733539884588,0.17413670000000003,-0.22225600425969766,0to5%,15to20%,<-20%,0.7-0.8,0.0,0.0,41.643059490084994,100
658568,KKR,2025-09-30,2025-10-31T20:36:52.564891Z,2025-11-07 15:26:49+00,1,1,0.8501985973278372,True,1,0.95558167,True,1,0.6765810040865443,True,1,True,658568,0.8302,0.019998597327837153,0.12538167,-0.15361899591345574,0to5%,10to15%,-20to-15%,0.8-1.0,0.0,0.0,20.452902914960248,100
658493,PZZA,2025-09-30,2025-10-31T18:35:50.16913Z,2025-11-06 14:18:01+00,0,0,0.4842550170637253,True,0,0.4770967,True,0,0.4298945733080164,True,0,True,658493,0.7842,-0.2999449829362747,-0.3071033,-0.3543054266919836,<-20%,<-20%,<-20%,0.7-0.8,0.0,0.0,27.51849018107626,100
658488,TRIP,2025-09-30,2025-10-31T18:30:34.267589Z,2025-11-06 14:25:09+00,1,1,0.8816697847204531,True,1,0.9785355,True,1,0.5941780154604211,True,1,True,658488,0.802,0.07966978472045305,0.17653549999999996,-0.2078219845395789,5to10%,15to20%,<-20%,0.8-1.0,0.0,0.0,24.688279301745624,100
658481,MRX,2025-09-30,2025-10-31T18:16:21.167377Z,2025-11-06 15:04:55+00,1,1,0.7984553200876875,True,1,0.622517,True,1,0.5941811061853394,True,1,True,658481,0.7333,0.06515532008768754,-0.11078299999999996,-0.13911889381466058,5to10%,-15to-10%,-15to-10%,0.7-0.8,0.0,0.0,36.369834992499676,100
657454,SHOP,2025-09-30,2025-10-30T22:00:02.019989Z,2025-11-04 19:04:29+00,0,1,0.7307640566824296,False,1,0.6496944,False,1,0.7015368906146373,False,1,False,657454,0.8272,-0.09643594331757044,-0.17750560000000004,-0.12566310938536274,-10to-5%,-20to-15%,-15to-10%,0.8-1.0,0.0,0.0,20.889748549323016,100
657445,AMD,2025-09-30,2025-10-30T21:52:57.909646Z,2025-11-04 23:34:17+00,1,1,0.8256630560286502,True,1,0.96485794,True,1,0.7528366704255126,True,1,True,657445,0.8843,-0.058636943971349775,0.08055794000000005,-0.13146332957448736,-10to-5%,5to10%,-15to-10%,0.8-1.0,0.0,0.0,13.0837950921633,100
657300,WRBY,2025-09-30,2025-10-30T19:49:47.233823Z,2025-11-06 16:09:41+00,0,1,0.5235953826443006,False,1,0.5804418,False,1,0.8060888007516029,False,1,False,657300,0.3274,0.1961953826443006,0.2530418,0.4786888007516029,15to20%,>20%,>20%,0.3-0.4,26.014231733078933,17.79247698303609,205.43677458766035,100
657290,PTON,2025-09-30,2025-10-30T19:28:07.349154Z,2025-11-06 23:38:55+00,1,0,0.4731474910901478,False,0,0.21977754,False,0,0.2548820978430586,False,0,False,657290,0.485,-0.011852508909852177,-0.26522246,-0.2301179021569414,-5to0%,<-20%,<-20%,0.4-0.5,0.0,0.0,106.18556701030928,100
657085,OS,2025-09-30,2025-10-30T18:38:37.232409Z,2025-11-06 23:16:57+00,1,1,0.7362871753206257,True,1,0.82663786,True,1,0.5483065418802022,True,1,True,657085,0.7316,0.0046871753206256805,0.09503785999999992,-0.1832934581197978,0to5%,5to10%,-20to-15%,0.7-0.8,0.0,0.0,36.686714051394205,100
657080,DBX,2025-09-30,2025-10-30T18:31:31.83138Z,2025-11-06 23:14:51+00,1,1,0.9030479738877668,True,1,0.990395,True,1,0.5958040291569625,True,1,True,657080,0.8933,0.009747973887766825,0.09709500000000004,-0.29749597084303747,0to5%,5to10%,<-20%,0.8-1.0,0.0,0.0,11.944475540132103,100
657065,NWSA,2025-09-30,2025-10-30T18:14:31.798369Z,2025-11-06 23:58:11+00,1,0,0.2762841575834246,False,0,0.20053592,False,0,0.3573928759134086,False,0,False,657065,0.5539,-0.27761584241657533,-0.35336407999999997,-0.19650712408659132,<-20%,<-20%,-20to-15%,0.5-0.6,0.0,0.0,80.53800324968407,100
656819,MPC,2025-09-30,2025-10-30T15:14:56.638552Z,2025-11-04 15:05:37+00,1,1,0.7856518540253572,True,1,0.94872755,True,0,0.3763445476362738,False,1,True,656819,0.7765,0.009151854025357231,0.17222755,-0.4001554523637262,0to5%,15to20%,<-20%,0.7-0.8,0.0,0.0,28.783000643915017,100
656803,EWCZ,2025-09-30,2025-10-30T14:43:51.013674Z,2025-11-12 14:01:17+00,1,1,0.7240668398415374,True,1,0.95400447,True,1,0.5828943230133634,True,1,True,656803,0.8035,-0.07943316015846258,0.15050447,-0.22060567698663658,-10to-5%,15to20%,<-20%,0.8-1.0,0.0,0.0,24.455507156191658,100
656791,AMPL,2025-09-30,2025-10-30T14:17:36.620524Z,2025-11-06 00:58:51+00,1,0,0.4027672138671015,False,1,0.66259295,True,0,0.4059570446466567,False,0,False,656791,0.7493,-0.34653278613289845,-0.08670705000000001,-0.34334295535334325,<-20%,-10to-5%,<-20%,0.7-0.8,0.0,0.0,33.457894034432144,100
656783,HTZ,2025-09-30,2025-10-30T14:06:42.84108Z,2025-11-04 15:21:59+00,1,0,0.4706788208895913,False,1,0.5594816,True,1,0.6166629501319965,True,1,True,656783,0.3425,0.12817882088959126,0.2169816,0.27416295013199643,10to15%,>20%,>20%,0.3-0.4,8.344517024237968,10.424446773079712,191.97080291970798,100
656782,PJT,2025-09-30,2025-10-30T14:03:33.889151Z,2025-11-04 15:38:23+00,1,1,0.8585043838021648,True,1,0.8275621,True,1,0.7303031647055226,True,1,True,656782,0.8618,-0.0032956161978352494,-0.03423790000000004,-0.13149683529447742,-5to0%,-5to0%,-15to-10%,0.8-1.0,0.0,0.0,16.036203295428166,100
656746,PFE,2025-09-30,2025-10-30T13:17:13.206897Z,2025-11-04 15:01:47+00,0,1,0.7444242303465621,False,1,0.9962346,False,1,0.7371795262245381,False,1,False,656746,0.3136,0.43082423034656214,0.6826346,0.4235795262245381,>20%,>20%,>20%,0.3-0.4,20.83802718819083,15.427575984285333,218.8775510204082,100
656735,CBT,2025-09-30,2025-10-30T13:07:00.953992Z,2025-11-03 23:44:07+00,1,0,0.3009328500317856,False,0,0.09303299,False,0,0.4435262064100685,False,0,False,656735,0.7212,-0.42026714996821435,-0.62816701,-0.27767379358993144,<-20%,<-20%,<-20%,0.7-0.8,0.0,0.0,38.65779256794232,100
655460,HUBS,2025-09-30,2025-10-29T17:00:23.890753Z,2025-11-05 23:59:07+00,1,1,0.5720817475953357,True,1,0.92139035,True,1,0.7120402538071289,True,1,True,655460,0.8424,-0.27031825240466434,0.07899034999999999,-0.13035974619287116,<-20%,5to10%,-15to-10%,0.8-1.0,0.0,0.0,18.708452041785364,100
655448,TKO,2025-09-30,2025-10-29T16:32:14.044499Z,2025-11-06 00:50:01+00,0,1,0.6322259212332638,False,1,0.92042166,False,0,0.4694138262576407,True,1,False,655448,0.6994,-0.0671740787667362,0.22102166,-0.2299861737423593,-10to-5%,>20%,<-20%,0.6-0.7,0.0,0.0,42.97969688304261,100
655443,MET,2025-09-30,2025-10-29T16:26:44.346137Z,2025-11-06 00:56:51+00,1,1,0.5054139236757632,True,1,0.5900465,True,1,0.6650890445735804,True,1,True,655443,0.3308,0.17461392367576323,0.25924650000000005,0.33428904457358044,15to20%,>20%,>20%,0.3-0.4,12.620101954687957,12.4883833149126,202.29746070133012,100
655400,HOOD,2025-09-30,2025-10-29T16:19:54.252632Z,2025-11-06 00:47:05+00,1,1,0.6550412344378495,True,1,0.8996614,True,1,0.5160330684221316,True,1,True,655400,0.8424,-0.1873587655621506,0.05726140000000002,-0.32636693157786845,-20to-15%,5to10%,<-20%,0.8-1.0,0.0,0.0,18.708452041785364,100
655399,QCOM,2025-09-30,2025-10-29T16:16:59.931408Z,2025-11-05 23:15:51+00,1,0,0.3519169868401947,False,0,0.34643626,False,0,0.2979820640793817,False,0,False,655399,0.8685,-0.5165830131598054,-0.5220637400000001,-0.5705179359206183,<-20%,<-20%,<-20%,0.8-1.0,0.0,0.0,15.14104778353483,100
655388,ARM,2025-09-30,2025-10-29T16:13:23.075594Z,2025-11-05 23:25:01+00,1,1,0.7747336955358315,True,1,0.90329987,True,1,0.6610368440597819,True,1,True,655388,0.8173,-0.042566304464168536,0.08599986999999998,-0.1562631559402181,-5to0%,5to10%,-20to-15%,0.8-1.0,0.0,0.0,22.354092744402294,100
652658,IEP,2025-09-30,2025-10-27T21:54:29.437145Z,2025-11-05 16:06:09+00,1,0,0.3757551904736552,False,0,0.1259375,False,0,0.4478391972482847,False,0,False,652658,0.3274,0.04835519047365516,-0.20146250000000002,0.12043919724828467,0to5%,<-20%,10to15%,0.3-0.4,1.6467974088883852,4.476627908425686,205.43677458766035,100
652646,LYFT,2025-09-30,2025-10-27T21:27:35.728507Z,2025-11-05 23:27:01+00,1,1,0.7336585937615072,True,1,0.686738,True,0,0.4225537915427853,False,1,True,652646,0.8167,-0.08304140623849277,-0.12996200000000002,-0.3941462084572147,-10to-5%,-15to-10%,<-20%,0.8-1.0,0.0,0.0,22.443981878290685,100
652605,NYT,2025-09-30,2025-10-27T21:06:41.481472Z,2025-11-05 14:47:33+00,1,1,0.8942647377287077,True,1,0.9964864,True,1,0.5870454858790073,True,1,True,652605,0.8803,0.013964737728707766,0.11618640000000002,-0.2932545141209927,0to5%,10to15%,<-20%,0.8-1.0,0.0,0.0,13.597637169146878,100
652568,HESM,2025-09-30,2025-10-27T20:30:12.041113Z,2025-11-03 16:38:41+00,1,1,0.6356088689611163,True,1,0.7652331,True,1,0.5322429680663708,True,1,True,652568,0.6809,-0.0452911310388836,0.08433310000000005,-0.1486570319336291,-5to0%,5to10%,-15to-10%,0.6-0.7,0.0,0.0,46.864444118079035,100
652512,ARES,2025-09-30,2025-10-27T20:07:43.730303Z,2025-11-03 16:50:51+00,1,1,0.7197190451275316,True,1,0.5840516,True,1,0.6959608761940113,True,1,True,652512,0.552,0.16771904512753155,0.03205159999999996,0.1439608761940112,15to20%,0to5%,10to15%,0.5-0.6,2.0951343607000745,8.033531037612233,81.15942028985506,100
648377,FOXA,2025-09-30,2025-10-24T17:27:08.391804Z,2025-10-30 15:07:37+00,1,1,0.5493258183005053,True,1,0.68680984,True,1,0.5570387654072446,True,1,True,648377,0.7907,-0.24137418169949465,-0.10389015999999995,-0.23366123459275534,<-20%,-15to-10%,<-20%,0.7-0.8,0.0,0.0,26.47021626406982,100
648376,CL,2025-09-30,2025-10-24T17:22:58.244521Z,2025-10-31 14:36:34+00,1,1,0.89877775263777,True,1,0.9793697,True,1,0.5783072515933869,True,1,True,648376,0.7938,0.1049777526377701,0.18556970000000006,-0.21549274840661303,10to15%,15to20%,<-20%,0.7-0.8,0.0,0.0,25.976316452506936,100
648224,WAY,2025-09-30,2025-10-24T16:47:10.366353Z,2025-10-30 00:01:59+00,1,0,0.3167391436549164,False,0,0.43269697,False,0,0.4820908653958506,False,0,False,648224,0.77,-0.4532608563450836,-0.33730303,-0.2879091346041494,<-20%,<-20%,<-20%,0.7-0.8,0.0,0.0,29.87012987012986,100
648218,VIRT,2025-09-30,2025-10-24T16:41:52.108123Z,2025-10-29 15:23:47+00,1,1,0.8311666102757659,True,1,0.93949395,True,1,0.6264402280851185,True,1,True,648218,0.7814,0.0497666102757659,0.15809395000000004,-0.15495977191488153,0to5%,15to20%,-20to-15%,0.7-0.8,0.0,0.0,27.975428717686214,100
647966,ROKU,2025-09-30,2025-10-24T14:50:53.445846Z,2025-10-30 23:56:21+00,1,1,0.8115312789530468,True,1,0.9435022,True,1,0.6362563646726268,True,1,True,647966,0.8075,0.00403127895304678,0.13600219999999996,-0.1712436353273732,0to5%,10to15%,-20to-15%,0.8-1.0,0.0,0.0,23.83900928792569,100
647962,RBLX,2025-09-30,2025-10-24T14:41:40.749045Z,2025-10-31 00:01:13+00,1,1,0.8190496375273946,True,1,0.9201752,True,1,0.6789618410279958,True,1,True,647962,0.7994,0.01964963752739457,0.12077519999999997,-0.12043815897200416,0to5%,10to15%,-15to-10%,0.7-0.8,0.0,0.0,25.093820365273956,100
647937,ICE,2025-09-30,2025-10-24T14:32:15.327736Z,2025-10-30 14:46:37+00,1,1,0.815117089932908,True,1,0.9621498,True,1,0.6454921923818292,True,1,True,647937,0.8164,-0.0012829100670920246,0.14574980000000004,-0.17090780761817082,-5to0%,10to15%,-20to-15%,0.8-1.0,0.0,0.0,22.488975992160704,100
647860,CLX,2025-09-30,2025-10-24T13:08:52.940239Z,2025-11-03 23:53:53+00,1,1,0.6045150759245103,True,0,0.4463282,False,1,0.5196647927023792,True,1,True,647860,0.8249,-0.2203849240754897,-0.37857179999999996,-0.30523520729762077,<-20%,<-20%,<-20%,0.8-1.0,0.0,0.0,21.226815371560193,100
647853,AAPL,2025-09-30,2025-10-24T12:55:14.602141Z,2025-10-30 22:42:55+00,1,0,0.2565513506708828,False,0,0.17170253,False,1,0.5928947815181612,True,0,False,647853,0.84,-0.5834486493291171,-0.66829747,-0.24710521848183875,<-20%,<-20%,<-20%,0.8-1.0,0.0,0.0,19.04761904761905,100
647852,BUD,2025-09-30,2025-10-24T12:51:17.646943Z,2025-10-31 00:05:21+00,1,1,0.66930919828852,True,1,0.56286615,True,1,0.5784804414479602,True,1,True,647852,0.8294,-0.16009080171148005,-0.26653385000000007,-0.25091955855203985,-20to-15%,<-20%,<-20%,0.8-1.0,0.0,0.0,20.56908608632746,100
647847,PSKY,2025-09-30,2025-10-24T12:28:41.260545Z,2025-11-12 07:19:51+00,0,1,0.6228708446153071,False,0,0.4482522,True,1,0.5378812334433534,False,1,False,647847,0.3253,0.2975708446153071,0.12295220000000001,0.2125812334433534,>20%,10to15%,>20%,0.3-0.4,5.147484889653169,7.876879851910233,207.40854595757764,100
647822,MGM,2025-09-30,2025-10-24T11:35:03.13886Z,2025-10-29 23:59:59+00,0,1,0.818051491163609,False,1,0.9716159,False,1,0.5162968733258503,False,1,False,647822,0.7858,0.032251491163608925,0.18581589999999992,-0.2695031266741498,0to5%,15to20%,<-20%,0.7-0.8,0.0,0.0,27.258844489692024,100
647818,KHC,2025-09-30,2025-10-24T11:26:35.755661Z,2025-10-29 15:11:11+00,1,1,0.8100609388279155,True,1,0.97405255,True,1,0.5993580697225643,True,1,True,647818,0.7951,0.014960938827915493,0.17895255,-0.1957419302774357,0to5%,15to20%,-20to-15%,0.7-0.8,0.0,0.0,25.770343353037347,100
647816,GRMN,2025-09-30,2025-10-24T11:22:51.293101Z,2025-10-29 21:27:37+00,1,1,0.7977730254578047,True,1,0.57290864,True,0,0.4839520216848858,False,1,True,647816,0.8221,-0.024326974542195345,-0.24919136000000008,-0.33814797831511423,-5to0%,<-20%,<-20%,0.8-1.0,0.0,0.0,21.639703199124185,100
647811,EBAY,2025-09-30,2025-10-24T11:04:24.181986Z,2025-10-29 22:56:57+00,1,1,0.9224382716525212,True,1,0.9877458,True,1,0.6983832266775928,True,1,True,647811,0.8185,0.10393827165252123,0.1692458,-0.12011677332240722,10to15%,15to20%,-15to-10%,0.8-1.0,0.0,0.0,22.174709835064135,100
647803,CFLT,2025-09-30,2025-10-24T10:55:37.789511Z,2025-10-27 23:06:17+00,1,1,0.5234470957316226,True,0,0.32264882,False,0,0.4009326191483416,False,0,False,647803,0.7894,-0.26595290426837737,-0.46675118,-0.3884673808516584,<-20%,<-20%,<-20%,0.7-0.8,0.0,0.0,26.678489992399292,100
647510,CMG,2025-09-30,2025-10-23T21:59:46.750908Z,2025-10-30 00:31:37+00,0,0,0.4891331625977058,True,1,0.5847433,False,0,0.3127012053379233,True,0,True,647510,0.7009,-0.21176683740229418,-0.1161567,-0.3881987946620767,<-20%,-15to-10%,<-20%,0.7-0.8,0.0,0.0,42.67370523612499,100
647509,CAT,2025-09-30,2025-10-23T21:55:00.658974Z,2025-10-29 21:24:37+00,1,0,0.4642310969371537,False,0,0.26241243,False,1,0.8207100046174115,True,0,False,647509,0.578,-0.11376890306284626,-0.31558757,0.24271000461741155,-15to-10%,<-20%,>20%,0.5-0.6,6.0377493011307095,14.378554775913004,73.01038062283737,100
647508,CVNA,2025-09-30,2025-10-23T21:49:32.154236Z,2025-10-30 00:25:51+00,0,1,0.7030649769223407,False,1,0.8089659,False,1,0.5182915681151388,False,1,False,647508,0.8221,-0.11903502307765934,-0.013134100000000037,-0.3038084318848613,-15to-10%,-5to0%,<-20%,0.8-1.0,0.0,0.0,21.639703199124185,100
643054,MSFT,2025-09-30,2025-10-21T22:27:51.291444Z,2025-10-29 22:22:25+00,1,0,0.2027239137540984,False,0,0.15607032,False,1,0.6812775704002187,True,0,False,643054,0.8104,-0.6076760862459016,-0.65432968,-0.12912242959978126,<-20%,<-20%,-15to-10%,0.8-1.0,0.0,0.0,23.39585389930899,100
643053,PAG,2025-09-30,2025-10-21T22:25:08.143603Z,2025-10-29 15:03:27+00,0,1,0.7176043274067967,False,1,0.60861194,False,0,0.3972584088023615,True,1,False,643053,0.708,0.009604327406796731,-0.09938806,-0.31074159119763844,0to5%,-10to-5%,<-20%,0.7-0.8,0.0,0.0,41.24293785310735,100
643051,UNH,2025-09-30,2025-10-21T22:18:37.086665Z,2025-10-28 14:32:17+00,1,0,0.4884277800951896,False,0,0.34061876,False,1,0.7008683765912297,True,0,False,643051,0.5612,-0.07277221990481042,-0.22058124,0.13966837659122966,-10to-5%,<-20%,10to15%,0.5-0.6,1.9803953497987568,7.9574052296735225,78.1895937277263,100
643046,SYY,2025-09-30,2025-10-21T22:12:21.681083Z,2025-10-28 15:22:53+00,1,1,0.8485295111426941,True,1,0.6823616,True,1,0.6796079545439555,True,1,True,643046,0.5332,0.31532951114269414,0.1491616,0.1464079545439555,>20%,10to15%,10to15%,0.5-0.6,2.1530215010517715,7.8410429811458595,87.54688672168041,100
643045,SBUX,2025-09-30,2025-10-21T22:10:52.401451Z,2025-10-30 00:35:27+00,0,1,0.6956651163872021,False,1,0.760475,False,1,0.7222461634477145,False,1,False,643045,0.3909,0.30476511638720205,0.369575,0.3313461634477145,>20%,>20%,>20%,0.3-0.4,11.527884897709157,13.599826114255235,155.81990278843693,100
643038,SOFI,2025-09-30,2025-10-21T22:08:18.782722Z,2025-10-28 14:27:29+00,1,1,0.7569871867514479,True,1,0.9788149,True,1,0.5321116118089819,True,1,True,643038,0.844,-0.08701281324855203,0.13481490000000007,-0.31188838819101805,-10to-5%,10to15%,<-20%,0.8-1.0,0.0,0.0,18.483412322274887,100
643037,SSTK,2025-09-30,2025-10-21T22:06:36.926083Z,2025-11-05 15:51:33+00,0,1,0.5747383164798069,False,0,0.2729505,True,0,0.2848693632741119,True,0,True,643037,0.5588,0.015938316479806924,-0.2858495,-0.2739306367258881,0to5%,<-20%,<-20%,0.5-0.6,0.0,0.0,78.95490336435219,100
642134,ARCC,2025-09-30,2025-10-21T00:43:10.572402Z,2025-10-28 22:42:49+00,0,0,0.3408952345971364,True,0,0.14223728,True,1,0.5351218019440449,False,0,True,642134,0.3245,0.016395234597136377,-0.18226272000000002,0.2106218019440449,0to5%,-20to-15%,>20%,0.3-0.4,5.059488372381409,7.795033380608619,208.16640986132512,100
642130,GOOGL,2025-09-30,2025-10-21T00:36:27.917292Z,2025-10-29 22:35:11+00,1,1,0.580372767174231,True,1,0.984728,True,1,0.8627391433779917,True,1,True,642130,0.7267,-0.14632723282576898,0.25802800000000004,0.13603914337799172,-15to-10%,>20%,10to15%,0.7-0.8,2.329555136648657,12.444122153127674,37.6083665886886,100
642129,GTM,2025-09-30,2025-10-21T00:34:12.15445Z,2025-11-03 23:38:37+00,1,0,0.3120605963196209,False,0,0.06227373,False,0,0.4351863329567942,False,0,False,642129,0.7476,-0.43553940368037913,-0.68532627,-0.31241366704320583,<-20%,<-20%,<-20%,0.7-0.8,0.0,0.0,33.76136971642589,100
642123,PG,2025-09-30,2025-10-21T00:25:16.271106Z,2025-10-24 16:59:42+00,1,0,0.2106672952432979,False,0,0.17505267,False,0,0.4790121803054434,False,0,False,642123,0.7031,-0.4924327047567021,-0.5280473299999999,-0.22408781969455654,<-20%,<-20%,<-20%,0.7-0.8,0.0,0.0,42.22727919214907,100
637884,TMUS,2025-09-30,2025-10-16T22:50:04.525329Z,2025-10-23 15:22:47+00,1,1,0.9230705628942786,True,1,0.957252,True,1,0.5860102272039391,True,1,True,637884,0.7816,0.14147056289427862,0.17565200000000003,-0.19558977279606082,10to15%,15to20%,-20to-15%,0.7-0.8,0.0,0.0,27.942681678607997,100
637883,SSNC,2025-09-30,2025-10-16T22:47:30.833565Z,2025-10-23 22:52:13+00,1,0,0.2010562412691997,False,0,0.26239035,False,0,0.2617812950138147,False,0,False,637883,0.7791,-0.5780437587308003,-0.51670965,-0.5173187049861854,<-20%,<-20%,<-20%,0.7-0.8,0.0,0.0,28.353228083686304,100
637880,STBA,2025-09-30,2025-10-16T22:45:58.520745Z,2025-10-23 21:55:07+00,1,1,0.7683960344466559,True,1,0.92654085,True,1,0.578683855018103,True,1,True,637880,0.715,0.05339603444665597,0.21154085,-0.13631614498189693,5to10%,>20%,-15to-10%,0.7-0.8,0.0,0.0,39.86013986013987,100
637870,DOW,2025-09-30,2025-10-16T22:22:51.996977Z,2025-10-23 15:39:01+00,1,0,0.4136940027414229,False,0,0.33352143,False,1,0.733023465094343,True,0,False,637870,0.5837,-0.17000599725857712,-0.25017857,0.14932346509434302,-20to-15%,<-20%,10to15%,0.5-0.6,2.294034912564565,8.967299128894007,71.32088401576152,100
637869,COUR,2025-09-30,2025-10-16T22:20:20.107502Z,2025-10-23 22:48:03+00,1,0,0.4564379873825441,False,0,0.30469906,False,1,0.5099473176003569,True,0,False,637869,0.6991,-0.24266201261745596,-0.39440094000000003,-0.1891526823996431,<-20%,<-20%,-20to-15%,0.6-0.7,0.0,0.0,43.041052782148455,100
637868,CBRE,2025-09-30,2025-10-16T22:18:15.945777Z,2025-10-23 15:12:45+00,0,1,0.8783780551388467,False,1,0.9818735,False,1,0.7433083509787957,False,1,False,637868,0.4616,0.4167780551388467,0.5202734999999999,0.28170835097879565,>20%,>20%,>20%,0.4-0.5,7.983045418930987,13.080811245300689,116.63778162911612,100
637865,BX,2025-09-30,2025-10-16T22:16:02.313253Z,2025-10-23 16:26:29+00,0,1,0.8669788312362973,False,1,0.9492274,False,1,0.8363416055671298,False,1,False,637865,0.6288,0.23817883123629724,0.32042740000000003,0.20754160556712975,>20%,>20%,>20%,0.6-0.7,4.613492855826882,13.977748219768976,59.03307888040712,100
637847,RJF,2025-09-30,2025-10-16T21:54:50.017662Z,2025-10-23 00:30:13+00,1,0,0.3276714106825435,False,0,0.2577692,False,0,0.4272766841846484,False,0,False,637847,0.6307,-0.3030285893174565,-0.37293080000000006,-0.2034233158153516,<-20%,<-20%,<-20%,0.6-0.7,0.0,0.0,58.55398763278896,100
627753,LVS,2025-09-30,2025-10-08T19:24:59.644268Z,2025-10-22 23:49:29+00,1,1,0.7874691255067996,True,1,0.95775443,True,1,0.7700975737341407,True,1,True,627753,0.649,0.13846912550679957,0.30875443,0.12109757373414065,10to15%,>20%,10to15%,0.6-0.7,1.6093817756328648,8.625183314397484,54.08320493066256,100
627735,HLT,2025-09-30,2025-10-08T18:40:09.179552Z,2025-10-22 21:32:38+00,1,1,0.5698224937055419,True,0,0.34847745,False,1,0.5331956774881653,True,1,True,627735,0.8607,-0.2908775062944581,-0.5122225499999999,-0.3275043225118347,<-20%,<-20%,<-20%,0.8-1.0,0.0,0.0,16.184500987568256,100
